Week_end,Indicator,High_industry,Value
2022-04-10,Number of paid jobs - 20 days,A Primary,80250
2022-04-10,Number of paid jobs - 20 days,B Goods Producing,383060
2022-04-10,Number of paid jobs - 20 days,C Services,1525250
2022-04-10,Number of paid jobs - 20 days,Z No Match,52080
2022-04-10,Weekly earnings - median - 20 days,Total,1127.52
2022-04-10,Weekly earnings - median - 20 days,A Primary,1100
2022-04-10,Weekly earnings - median - 20 days,B Goods Producing,1255.78
2022-04-10,Weekly earnings - median - 20 days,C Services,1102.5
2022-04-10,Weekly earnings - median - 20 days,Z No Match,698.27
2022-04-10,Weekly earnings - upper quartile - 20 days,Total,1596.78
2022-04-10,Weekly earnings - upper quartile - 20 days,A Primary,1436.5
2022-04-10,Weekly earnings - upper quartile - 20 days,B Goods Producing,1638
2022-04-10,Weekly earnings - upper quartile - 20 days,C Services,1606.99
2022-04-10,Weekly earnings - upper quartile - 20 days,Z No Match,1102.9
2022-04-10,Weekly earnings - lower quartile - 20 days,Total,748
2022-04-10,Weekly earnings - lower quartile - 20 days,A Primary,727.18
2022-04-10,Weekly earnings - lower quartile - 20 days,B Goods Producing,971.43
2022-04-10,Weekly earnings - lower quartile - 20 days,C Services,692.31
2022-04-10,Weekly earnings - lower quartile - 20 days,Z No Match,402.43
2022-04-17,Number of paid jobs - 20 days,Total,2039740
2022-04-17,Number of paid jobs - 20 days,A Primary,79460
2022-04-17,Number of paid jobs - 20 days,B Goods Producing,383780
2022-04-17,Number of paid jobs - 20 days,C Services,1523990
2022-04-17,Number of paid jobs - 20 days,Z No Match,52510
2022-04-17,Weekly earnings - median - 20 days,Total,1127.1
2022-04-17,Weekly earnings - median - 20 days,A Primary,1080
2022-04-17,Weekly earnings - median - 20 days,B Goods Producing,1235
2022-04-17,Weekly earnings - median - 20 days,C Services,1114.88
2022-04-17,Weekly earnings - median - 20 days,Z No Match,640
2022-04-17,Weekly earnings - upper quartile - 20 days,Total,1581.54
2022-04-17,Weekly earnings - upper quartile - 20 days,A Primary,1406.85
2022-04-17,Weekly earnings - upper quartile - 20 days,B Goods Producing,1596.15
2022-04-17,Weekly earnings - upper quartile - 20 days,C Services,1610.95
2022-04-17,Weekly earnings - upper quartile - 20 days,Z No Match,945.63
2022-04-17,Weekly earnings - lower quartile - 20 days,Total,753.42
2022-04-17,Weekly earnings - lower quartile - 20 days,A Primary,720.97
2022-04-17,Weekly earnings - lower quartile - 20 days,B Goods Producing,966
2022-04-17,Weekly earnings - lower quartile - 20 days,C Services,706.96
2022-04-17,Weekly earnings - lower quartile - 20 days,Z No Match,246.79
2022-04-24,Number of paid jobs - 20 days,Total,2045180
2022-04-24,Number of paid jobs - 20 days,A Primary,80400
2022-04-24,Number of paid jobs - 20 days,B Goods Producing,384660
2022-04-24,Number of paid jobs - 20 days,C Services,1524570
2022-04-24,Number of paid jobs - 20 days,Z No Match,55550
2022-04-24,Weekly earnings - median - 20 days,Total,1134.12
2022-04-24,Weekly earnings - median - 20 days,A Primary,1078
2022-04-24,Weekly earnings - median - 20 days,B Goods Producing,1245.54
2022-04-24,Weekly earnings - median - 20 days,C Services,1119.23
2022-04-24,Weekly earnings - median - 20 days,Z No Match,700.97
2022-04-24,Weekly earnings - upper quartile - 20 days,Total,1589.42
2022-04-24,Weekly earnings - upper quartile - 20 days,A Primary,1405.6
2022-04-24,Weekly earnings - upper quartile - 20 days,B Goods Producing,1614.35
2022-04-24,Weekly earnings - upper quartile - 20 days,C Services,1615.38
2022-04-24,Weekly earnings - upper quartile - 20 days,Z No Match,1005
2022-04-24,Weekly earnings - lower quartile - 20 days,Total,757.94
2022-04-24,Weekly earnings - lower quartile - 20 days,A Primary,709.39
2022-04-24,Weekly earnings - lower quartile - 20 days,B Goods Producing,968.75
2022-04-24,Weekly earnings - lower quartile - 20 days,C Services,707.25
2022-04-24,Weekly earnings - lower quartile - 20 days,Z No Match,460
2022-05-01,Number of paid jobs - 20 days,Total,2043200
2022-05-01,Number of paid jobs - 20 days,A Primary,81330
2022-05-01,Number of paid jobs - 20 days,B Goods Producing,386470
2022-05-01,Number of paid jobs - 20 days,C Services,1523210
2022-05-01,Number of paid jobs - 20 days,Z No Match,52190
2022-05-01,Weekly earnings - median - 20 days,Total,1140.5
2022-05-01,Weekly earnings - median - 20 days,A Primary,1075.9
2022-05-01,Weekly earnings - median - 20 days,B Goods Producing,1260.5
2022-05-01,Weekly earnings - median - 20 days,C Services,1120
2022-05-01,Weekly earnings - median - 20 days,Z No Match,695.97
2022-05-01,Weekly earnings - upper quartile - 20 days,Total,1601.28
2022-05-01,Weekly earnings - upper quartile - 20 days,A Primary,1411.71
2022-05-01,Weekly earnings - upper quartile - 20 days,B Goods Producing,1637.8
2022-05-01,Weekly earnings - upper quartile - 20 days,C Services,1624.9
2022-05-01,Weekly earnings - upper quartile - 20 days,Z No Match,997.25
2022-05-01,Weekly earnings - lower quartile - 20 days,Total,759.5
2022-05-01,Weekly earnings - lower quartile - 20 days,A Primary,713.44
2022-05-01,Weekly earnings - lower quartile - 20 days,B Goods Producing,977.44
2022-05-01,Weekly earnings - lower quartile - 20 days,C Services,707.25
2022-05-01,Weekly earnings - lower quartile - 20 days,Z No Match,452.12
2022-05-08,Number of paid jobs - 20 days,Total,2050540
2022-05-08,Number of paid jobs - 20 days,A Primary,79550
2022-05-08,Number of paid jobs - 20 days,B Goods Producing,384120
2022-05-08,Number of paid jobs - 20 days,C Services,1534070
2022-05-08,Number of paid jobs - 20 days,Z No Match,52800
2022-05-08,Weekly earnings - median - 20 days,Total,1126.6
2022-05-08,Weekly earnings - median - 20 days,A Primary,1071.85
2022-05-08,Weekly earnings - median - 20 days,B Goods Producing,1261.34
2022-05-08,Weekly earnings - median - 20 days,C Services,1105.77
2022-05-08,Weekly earnings - median - 20 days,Z No Match,692.05
2022-05-08,Weekly earnings - upper quartile - 20 days,Total,1586.94
2022-05-08,Weekly earnings - upper quartile - 20 days,A Primary,1403.35
2022-05-08,Weekly earnings - upper quartile - 20 days,B Goods Producing,1635
2022-05-08,Weekly earnings - upper quartile - 20 days,C Services,1600
2022-05-08,Weekly earnings - upper quartile - 20 days,Z No Match,997.14
2022-05-08,Weekly earnings - lower quartile - 20 days,Total,742.24
2022-05-08,Weekly earnings - lower quartile - 20 days,A Primary,716.93
2022-05-08,Weekly earnings - lower quartile - 20 days,B Goods Producing,978.37
2022-05-08,Weekly earnings - lower quartile - 20 days,C Services,686.88
2022-05-08,Weekly earnings - lower quartile - 20 days,Z No Match,442.17
2022-05-15,Number of paid jobs - 20 days,Total,2046420
2022-05-15,Number of paid jobs - 20 days,A Primary,78780
2022-05-15,Number of paid jobs - 20 days,B Goods Producing,383030
2022-05-15,Number of paid jobs - 20 days,C Services,1531110
2022-05-15,Number of paid jobs - 20 days,Z No Match,53480
2022-05-15,Weekly earnings - median - 20 days,Total,1122.5
2022-05-15,Weekly earnings - median - 20 days,A Primary,1057.69
2022-05-15,Weekly earnings - median - 20 days,B Goods Producing,1260
2022-05-15,Weekly earnings - median - 20 days,C Services,1100.9
2022-05-15,Weekly earnings - median - 20 days,Z No Match,696.29
2022-05-15,Weekly earnings - upper quartile - 20 days,Total,1584.06
2022-05-15,Weekly earnings - upper quartile - 20 days,A Primary,1397.25
2022-05-15,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
2022-05-15,Weekly earnings - upper quartile - 20 days,C Services,1599.7
2022-05-15,Weekly earnings - upper quartile - 20 days,Z No Match,999.33
2022-05-15,Weekly earnings - lower quartile - 20 days,Total,742.89
2022-05-15,Weekly earnings - lower quartile - 20 days,A Primary,699.6
2022-05-15,Weekly earnings - lower quartile - 20 days,B Goods Producing,977
2022-05-15,Weekly earnings - lower quartile - 20 days,C Services,690
2022-05-15,Weekly earnings - lower quartile - 20 days,Z No Match,448.91
2022-05-22,Number of paid jobs - 20 days,Total,2047540
2022-05-22,Number of paid jobs - 20 days,A Primary,77350
2022-05-22,Number of paid jobs - 20 days,B Goods Producing,382310
2022-05-22,Number of paid jobs - 20 days,C Services,1533810
2022-05-22,Number of paid jobs - 20 days,Z No Match,54070
2022-05-22,Weekly earnings - median - 20 days,Total,1120
2022-05-22,Weekly earnings - median - 20 days,A Primary,1055.28
2022-05-22,Weekly earnings - median - 20 days,B Goods Producing,1253.84
2022-05-22,Weekly earnings - median - 20 days,C Services,1097.92
2022-05-22,Weekly earnings - median - 20 days,Z No Match,698.65
2022-05-22,Weekly earnings - upper quartile - 20 days,Total,1584.62
2022-05-22,Weekly earnings - upper quartile - 20 days,A Primary,1400
2022-05-22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1638.77
2022-05-22,Weekly earnings - upper quartile - 20 days,C Services,1596.25
2022-05-22,Weekly earnings - upper quartile - 20 days,Z No Match,1000
2022-05-22,Weekly earnings - lower quartile - 20 days,Total,738.46
2022-05-22,Weekly earnings - lower quartile - 20 days,A Primary,699.32
2022-05-22,Weekly earnings - lower quartile - 20 days,B Goods Producing,971.17
2022-05-22,Weekly earnings - lower quartile - 20 days,C Services,685.07
2022-05-22,Weekly earnings - lower quartile - 20 days,Z No Match,451.45
2022-05-29,Number of paid jobs - 20 days,Total,2048720
2022-05-29,Number of paid jobs - 20 days,A Primary,78290
2022-05-29,Number of paid jobs - 20 days,B Goods Producing,382190
2022-05-29,Number of paid jobs - 20 days,C Services,1534320
2022-05-29,Number of paid jobs - 20 days,Z No Match,53910
2022-05-29,Weekly earnings - median - 20 days,Total,1124.23
2022-05-29,Weekly earnings - median - 20 days,A Primary,1080.38
2022-05-29,Weekly earnings - median - 20 days,B Goods Producing,1260
2022-05-29,Weekly earnings - median - 20 days,C Services,1101.5
2022-05-29,Weekly earnings - median - 20 days,Z No Match,698.74
2022-05-29,Weekly earnings - upper quartile - 20 days,Total,1593.38
2022-05-29,Weekly earnings - upper quartile - 20 days,A Primary,1430.33
2022-05-29,Weekly earnings - upper quartile - 20 days,B Goods Producing,1640.71
2022-05-29,Weekly earnings - upper quartile - 20 days,C Services,1604.4
2022-05-29,Weekly earnings - upper quartile - 20 days,Z No Match,1000
2022-05-29,Weekly earnings - lower quartile - 20 days,Total,743.1
2022-05-29,Weekly earnings - lower quartile - 20 days,A Primary,736
2022-05-29,Weekly earnings - lower quartile - 20 days,B Goods Producing,975.86
2022-05-29,Weekly earnings - lower quartile - 20 days,C Services,688.5
2022-05-29,Weekly earnings - lower quartile - 20 days,Z No Match,452.98
2022-06-05,Number of paid jobs - 20 days,Total,2049640
2022-06-05,Number of paid jobs - 20 days,A Primary,77370
2022-06-05,Number of paid jobs - 20 days,B Goods Producing,381920
2022-06-05,Number of paid jobs - 20 days,C Services,1535570
2022-06-05,Number of paid jobs - 20 days,Z No Match,54780
2022-06-05,Weekly earnings - median - 20 days,Total,1118.89
2022-06-05,Weekly earnings - median - 20 days,A Primary,1044.63
2022-06-05,Weekly earnings - median - 20 days,B Goods Producing,1240
2022-06-05,Weekly earnings - median - 20 days,C Services,1100.29
2022-06-05,Weekly earnings - median - 20 days,Z No Match,693.93
2022-06-05,Weekly earnings - upper quartile - 20 days,Total,1584.34
2022-06-05,Weekly earnings - upper quartile - 20 days,A Primary,1403.85
2022-06-05,Weekly earnings - upper quartile - 20 days,B Goods Producing,1617
2022-06-05,Weekly earnings - upper quartile - 20 days,C Services,1604.3
2022-06-05,Weekly earnings - upper quartile - 20 days,Z No Match,994.98
2022-06-05,Weekly earnings - lower quartile - 20 days,Total,731.74
2022-06-05,Weekly earnings - lower quartile - 20 days,A Primary,675
2022-06-05,Weekly earnings - lower quartile - 20 days,B Goods Producing,961.54
2022-06-05,Weekly earnings - lower quartile - 20 days,C Services,682
2022-06-05,Weekly earnings - lower quartile - 20 days,Z No Match,439.6
2022-06-12,Number of paid jobs - 20 days,Total,2042450
2022-06-12,Number of paid jobs - 20 days,A Primary,75100
2022-06-12,Number of paid jobs - 20 days,B Goods Producing,382440
2022-06-12,Number of paid jobs - 20 days,C Services,1529760
2022-06-12,Number of paid jobs - 20 days,Z No Match,55160
2022-06-12,Weekly earnings - median - 20 days,Total,1133.88
2022-06-12,Weekly earnings - median - 20 days,A Primary,1073.9
2022-06-12,Weekly earnings - median - 20 days,B Goods Producing,1254.32
2022-06-12,Weekly earnings - median - 20 days,C Services,1115.39
2022-06-12,Weekly earnings - median - 20 days,Z No Match,702
2022-06-12,Weekly earnings - upper quartile - 20 days,Total,1600
2022-06-12,Weekly earnings - upper quartile - 20 days,A Primary,1423.08
2022-06-12,Weekly earnings - upper quartile - 20 days,B Goods Producing,1634.62
2022-06-12,Weekly earnings - upper quartile - 20 days,C Services,1620
2022-06-12,Weekly earnings - upper quartile - 20 days,Z No Match,1002.88
2022-06-12,Weekly earnings - lower quartile - 20 days,Total,748.8
2022-06-12,Weekly earnings - lower quartile - 20 days,A Primary,722.25
2022-06-12,Weekly earnings - lower quartile - 20 days,B Goods Producing,971.91
2022-06-12,Weekly earnings - lower quartile - 20 days,C Services,696.61
2022-06-12,Weekly earnings - lower quartile - 20 days,Z No Match,457.91
2022-06-19,Number of paid jobs - 20 days,Total,2047610
2022-06-19,Number of paid jobs - 20 days,A Primary,74440
2022-06-19,Number of paid jobs - 20 days,B Goods Producing,381360
2022-06-19,Number of paid jobs - 20 days,C Services,1536500
2022-06-19,Number of paid jobs - 20 days,Z No Match,55320
2022-06-19,Weekly earnings - median - 20 days,Total,1129.49
2022-06-19,Weekly earnings - median - 20 days,A Primary,1081.06
2022-06-19,Weekly earnings - median - 20 days,B Goods Producing,1260
2022-06-19,Weekly earnings - median - 20 days,C Services,1110.4
2022-06-19,Weekly earnings - median - 20 days,Z No Match,701.85
2022-06-19,Weekly earnings - upper quartile - 20 days,Total,1600
2022-06-19,Weekly earnings - upper quartile - 20 days,A Primary,1428
2022-06-19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1648.15
2022-06-19,Weekly earnings - upper quartile - 20 days,C Services,1615
2022-06-19,Weekly earnings - upper quartile - 20 days,Z No Match,1004.52
2022-06-19,Weekly earnings - lower quartile - 20 days,Total,743.43
2022-06-19,Weekly earnings - lower quartile - 20 days,A Primary,750
2022-06-19,Weekly earnings - lower quartile - 20 days,B Goods Producing,975
2022-06-19,Weekly earnings - lower quartile - 20 days,C Services,690
2022-06-19,Weekly earnings - lower quartile - 20 days,Z No Match,456.76
2022-06-26,Number of paid jobs - 20 days,Total,2049220
2022-06-26,Number of paid jobs - 20 days,A Primary,75620
2022-06-26,Number of paid jobs - 20 days,B Goods Producing,381560
2022-06-26,Number of paid jobs - 20 days,C Services,1536750
2022-06-26,Number of paid jobs - 20 days,Z No Match,55290
2022-06-26,Weekly earnings - median - 20 days,Total,1139.5
2022-06-26,Weekly earnings - median - 20 days,A Primary,1094.78
2022-06-26,Weekly earnings - median - 20 days,B Goods Producing,1249.7
2022-06-26,Weekly earnings - median - 20 days,C Services,1120.4
2022-06-26,Weekly earnings - median - 20 days,Z No Match,701.91
2022-06-26,Weekly earnings - upper quartile - 20 days,Total,1600.06
2022-06-26,Weekly earnings - upper quartile - 20 days,A Primary,1442.31
2022-06-26,Weekly earnings - upper quartile - 20 days,B Goods Producing,1620
2022-06-26,Weekly earnings - upper quartile - 20 days,C Services,1630.11
2022-06-26,Weekly earnings - upper quartile - 20 days,Z No Match,1007.42
2022-06-26,Weekly earnings - lower quartile - 20 days,Total,757.09
2022-06-26,Weekly earnings - lower quartile - 20 days,A Primary,764.39
2022-06-26,Weekly earnings - lower quartile - 20 days,B Goods Producing,976.25
2022-06-26,Weekly earnings - lower quartile - 20 days,C Services,704.19
2022-06-26,Weekly earnings - lower quartile - 20 days,Z No Match,457.14
2022-07-03,Number of paid jobs - 20 days,Total,2049310
2022-07-03,Number of paid jobs - 20 days,A Primary,76180
2022-07-03,Number of paid jobs - 20 days,B Goods Producing,382190
2022-07-03,Number of paid jobs - 20 days,C Services,1542320
2022-07-03,Number of paid jobs - 20 days,Z No Match,48610
2022-07-03,Weekly earnings - median - 20 days,Total,1133.84
2022-07-03,Weekly earnings - median - 20 days,A Primary,1093.5
2022-07-03,Weekly earnings - median - 20 days,B Goods Producing,1250.94
2022-07-03,Weekly earnings - median - 20 days,C Services,1115.38
2022-07-03,Weekly earnings - median - 20 days,Z No Match,654.89
2022-07-03,Weekly earnings - upper quartile - 20 days,Total,1610
